19127380,6,9,8,7.67
20127001,7.25,9,8.25,8.17
20127005,6.75,8,8.5,7.75
20127013,8.75,10,8.5,9.08
20127027,6.75,10,9.5,8.75
20127056,8.5,8,10,8.83
20127100,9.5,9,10,9.5
20127101,10,8.5,10,9.5
20127114,10,9.5,10,9.83
20127118,10,10,8.5,9.5
20127121,9,8.5,8,8.5
20127125,9.5,6.75,8.75,8.33
20127165,7,7,9,7.67
20127203,10,8,7.75,8.58
20127210,10,10,7.75,9.25
20127271,9.5,7,8,8.17
20127285,8.5,7.25,8,7.92
20127298,9,9,8.25,8.75
20127303,6.75,9,7.5,7.75
20127317,6.5,7.5,8.75,7.58
20127337,6.75,7.5,8.5,7.58
20127343,7.5,6.5,8.5,7.5
20127349,7,7,8,7.33
20127355,7.25,6.5,8.5,7.42
20127369,9,8.5,9,8.83
20127370,9,8,9,8.67
20127376,7.5,7.75,7.5,7.58
20127400,7.5,7.5,7.5,7.5
20127437,6.5,8,6.5,7
20127467,7,10,7,8
20127468,6.5,8.5,6.5,7.17
20127520,8.5,9.5,8.5,8.83
20127530,8,10,8,8.67
20127572,7.75,10,9.5,9.08
20127575,7.5,7,7,7.17
20127576,8,10,10,9.33
20127577,6.5,8,10,8.17
20127583,8.5,10,9.5,9.33
20127584,9,8.5,8.5,8.67
20127585,10,9.5,9,9.5
20127610,9.5,6.75,6.75,7.67
20127620,7,7,7,7
20127645,10,9.5,9.75,9.75
20127653,10,9,7.5,8.83
20127659,9.5,9.5,7,8.67
20127660,8.5,8.5,8.5,8.5
20127673,9,8.5,9.75,9.08
20127678,6.75,10,9.5,8.75
