20127001,6.25,7,8,7.08
20127005,6,5,9,6.67
20127013,5,5,6.75,5.58
20127027,5,7.5,10,7.5
20127056,6,6.5,5,5.83
20127100,5,8,8,7
20127101,7,6,7,6.67
20127114,8.5,9,6,7.83
20127118,5.5,7,7,6.5
20127121,6.5,9,8,7.83
20127125,7,6,5,6
20127165,6,5,8.5,6.5
20127203,5.5,9,7,7.17
20127210,9,7.5,8,8.17
20127271,9,8,8.5,8.5
20127285,5.5,10,5,6.83
20127298,9,6,10,8.33
20127303,5,5,9,6.33
20127317,8.5,8.5,10,9
20127337,7,7,8,7.33
20127343,5,7,7,6.33
20127349,9,8.5,10,9.17
20127355,6,8.5,8,7.5
20127369,8.5,7,8,7.83
20127370,6.5,9,8,7.83
20127376,7,8,10,8.33
20127400,7,7,7,7
20127437,8.5,10,8,8.83
20127467,8.5,8,10,8.83
20127468,7,8,9,8
20127501,9,8,10,9
20127520,8,8,10,8.67
20127530,6,7,8,7
20127572,6,8,10,8
20127575,5,8,10,7.67
20127576,8.5,9,8,8.5
20127577,7,8,8,7.67
20127583,7,7,9,7.67
20127584,8.5,10,8,8.83
20127585,8.5,8,9,8.5
20127610,7,8,8,7.67
20127620,9,6,7,7.33
20127645,9,6,8,7.67
20127653,5,5,8,6
20127659,8.5,8.5,9,8.67
20127660,7,7,10,8
20127673,5,7,10,7.33
20127678,9,8.5,10,9.17
