20127003,8.5,5,8.5,7.33
20127010,6,7.5,8.5,7.33
20127015,4,6.5,8.5,6.33
20127067,8.5,8,9.5,8.67
20127082,9,8.5,4,7.17
20127084,7,9,8.5,8.17
20127095,8.5,9,8.5,8.67
20127130,8.5,6.5,7,7.33
20127133,8.5,5.75,6,6.75
20127141,9.5,8.25,8.5,8.75
20127175,7,6.5,9,7.5
20127190,8.5,5.5,6,6.67
20127195,8.25,9,8.5,8.58
20127198,6.5,5,7.5,6.33
20127214,8.5,8.5,8,8.33
20127224,8,5.5,7,6.83
20127228,7.6,5,8.5,7.03
20127233,9,8.5,9,8.83
20127242,5,7.5,5,5.83
20127245,8.5,8,8.5,8.33
20127257,8,6,7,7
20127278,9,8.5,5,7.5
20127311,6.5,6,5,5.83
20127312,8.5,7,8,7.83
20127321,7,8.5,8.5,8
20127336,7,9,8.25,8.08
20127362,8.5,7,6.5,7.33
20127384,9,6,8.5,7.83
20127443,8,5.5,7,6.83
20127459,7,9,8.5,8.17
20127480,9,8.5,7.5,8.33
20127483,9,8.5,8,8.5
20127491,10,9,7,8.67
20127493,6,9,8.5,7.83
20127516,5.75,5.5,8.25,6.5
20127522,8.25,9,6.5,7.92
20127531,6.5,5,5.5,5.67
20127551,8.5,5,6,6.5
20127612,8,7.5,9,8.17
20127613,8,6.5,6.5,7
20127617,8.5,8,5.75,7.42
20127622,9,8.5,8.25,8.58
20127638,8,9,6.5,7.83
20127639,8.5,9,5.5,7.67
20127647,7.5,8.5,7.5,7.83
20127656,8,8.5,8,8.17
20127665,9,9,6,8
