20127003,8.7,10,6,8.23
20127010,6.5,8,5,6.5
20127015,8,8.5,8.5,8.33
20127067,6,6.5,7,6.5
20127082,4,8,7,6.33
20127084,8,6,7,7
20127095,8,8.5,8,8.17
20127130,8.5,8.5,8.5,8.5
20127133,7,8.5,7,7.5
20127141,9,7,10,8.67
20127175,9,8.5,6,7.83
20127190,8,8.5,7,7.83
20127195,8.5,8.5,5.5,7.5
20127198,7,8.5,6.5,7.33
20127214,9,7,6.25,7.42
20127224,9,8.5,6.5,8
20127228,6,8,5.75,6.58
20127233,6,7.6,8,7.2
20127242,6,5,9.5,6.83
20127245,8.5,8,8.5,8.33
20127257,6.5,8.5,8.5,7.83
20127278,5,8,9.5,7.5
20127311,5,5,7,5.67
20127312,7.5,8,10,8.5
20127321,6.5,8,8.5,7.67
20127336,8,8.5,8.5,8.33
20127362,6,7,8.5,7.17
20127384,9,9,7,8.33
20127443,7,9,8.5,8.17
20127459,5.5,10,8,7.83
20127480,4,6,8,6
20127483,8,10,8.5,8.83
20127491,8,6,8.5,7.5
20127493,6,6,5,5.67
20127516,10,8.5,8,8.83
20127522,5.3,6.5,8.5,6.77
20127531,8,5,8,7
20127551,10,5,5,6.67
20127612,6,7.5,8,7.17
20127613,5.5,6,8,6.5
20127617,6.5,5,8.5,6.67
20127622,6.25,8.5,7,7.25
20127638,6.5,7,9,7.5
20127639,5.75,7,9,7.25
20127647,7.5,5,7.5,6.67
20127656,9,8.5,8,8.5
20127665,6,7,7,6.67
