20127007,4,6,8.25,6.08
20127021,7,4.75,9,6.92
20127032,4.75,8.5,4,5.75
20127047,9.75,6.75,3.25,6.58
20127053,8,6.75,7.5,7.42
20127098,3.75,6.75,6.5,5.67
20127102,4.25,4.25,3.5,4
20127119,7,4.5,6.25,5.92
20127120,5.5,6,8.5,6.67
20127131,4.25,4.25,9.25,5.92
20127157,5.75,7,9.25,7.33
20127158,8.5,6,4.5,6.33
20127186,9,8.25,5,7.42
20127194,3,6.5,3.25,4.25
20127199,7.25,5.75,7.75,6.92
20127211,3.5,7.25,5,5.25
20127244,7.75,4.75,5.75,6.08
20127256,6.5,4,7.75,6.08
20127282,7,5.75,7,6.58
20127309,8.25,4.75,7,6.67
20127338,8.75,6.75,3,6.17
20127364,4.75,3.5,8,5.42
20127386,6,4.5,7.75,6.08
20127395,4.75,6.25,3.75,4.92
20127412,7.25,5,9.5,7.25
20127432,4.75,5.25,6.5,5.5
20127435,9,8,6.25,7.75
20127439,4.75,6.25,8.5,6.5
20127444,9.5,3,5.25,5.92
20127448,4.25,6,8,6.08
20127453,7.5,5.25,9.5,7.42
20127482,8.5,4.5,3.25,5.42
20127486,6.75,9.25,9,8.33
20127506,6,9.75,9.25,8.33
20127538,6.5,4.5,5,5.33
20127549,5,7,7,6.33
20127558,8,3.75,4.75,5.5
20127586,9,9,7,8.33
20127591,4,8.5,8.25,6.92
20127598,5.75,4,8.5,6.08
20127601,4,7.75,7.25,6.33
20127605,6.25,7,9,7.42
20127606,9,7.25,8,8.08
20127629,8.25,4.25,3.5,5.33
20127631,9.25,8.25,4,7.17
20127646,8.5,6.5,5,6.67
20127661,9.5,8,3.75,7.08
20120337,4.5,8.25,9.25,7.33
