20127007,5,6.25,7.75,6.33
20127021,5.75,8.5,9.75,8
20127032,5.5,7.25,7.5,6.75
20127047,7,7.75,8,7.58
20127053,5,6,9,6.67
20127098,6,6.75,5,5.92
20127102,5.25,7,8,6.75
20127119,5,9.5,9.5,8
20127120,6.75,5.25,5,5.67
20127131,7,5,6,6
20127157,5.5,6,8.5,6.67
20127158,6,5.25,6.5,5.92
20127186,8.5,9.25,8,8.58
20127194,8,5,7.75,6.92
20127199,5.75,9.75,8.5,8
20127211,6,6.75,8.5,7.08
20127244,6.25,9.5,8,7.92
20127256,8.75,7,6,7.25
20127282,6,5.75,6.25,6
20127309,5.75,9,6.75,7.17
20127338,8,9.75,7,8.25
20127364,8.75,7.25,5.25,7.08
20127386,6.5,9,6,7.17
20127395,8,7.5,8,7.83
20127412,6,8.5,6.75,7.08
20127432,9.25,7.75,7,8
20127435,5.75,8,7.25,7
20127439,5,5,8,6
20127444,6.5,9.75,6.75,7.67
20127448,6.75,9,6,7.25
20127453,5.75,5.25,8.75,6.58
20127482,7.5,5.5,7,6.67
20127486,8,8,8.75,8.25
20127506,7,5,8.5,6.83
20127538,8.25,6,9,7.75
20127549,9.25,7.5,7.75,8.17
20127558,8.75,7.75,8.5,8.33
20127586,5,8,9.25,7.42
20127591,5.25,5,7.25,5.83
20127598,5,7.5,9,7.17
20127601,8,5.25,5.75,6.33
20127605,8,7.25,5,6.75
20127606,7.75,6.25,9,7.67
20127629,7,7.5,9,7.83
20127631,5.75,7.25,5,6
20127646,5,9,7.25,7.08
20127661,6,9,9.25,8.08
20120337,6.25,8.75,9.25,8.08
