20127007,5.25,8.5,8.25,7.33
20127021,6.75,6.5,5.75,6.33
20127032,8.5,9.5,9,9
20127047,3,3.25,9.25,5.17
20127053,6.5,3.5,3.25,4.42
20127098,3.25,9,4.25,5.5
20127102,3,4.25,6.25,4.5
20127119,6.5,9.75,7.5,7.92
20127120,8.25,4.75,3.5,5.5
20127131,6.75,3.5,6,5.42
20127157,8.75,9.25,3,7
20127158,6.25,4.5,8,6.25
20127186,5,5,5.5,5.17
20127194,9.25,9.25,4.25,7.58
20127199,8.75,3.25,5.75,5.92
20127211,9.5,5,9.25,7.92
20127244,5.5,8.5,6.25,6.75
20127256,7.5,7,5.75,6.75
20127282,9,3,6.5,6.17
20127309,4,8,4.75,5.58
20127338,8.5,4.75,7.75,7
20127364,3.25,4.5,6,4.58
20127386,9,7,3.5,6.5
20127395,6.25,7.25,8.25,7.25
20127412,4,9,4.75,5.92
20127432,6,5,4.5,5.17
20127435,8,8.5,9.5,8.67
20127439,3.25,5.75,5.25,4.75
20127444,8.25,6.75,8.75,7.92
20127448,3.75,7.5,4.75,5.33
20127453,3,4.5,6.5,4.67
20127482,7.75,8.75,5,7.17
20127486,5,7.25,5.25,5.83
20127506,6,6,5,5.67
20127538,8.25,3.5,6.25,6
20127549,8.5,4.25,8,6.92
20127558,7.5,3.75,5.75,5.67
20127586,9,5.75,4.75,6.5
20127591,3,6.5,4.5,4.67
20127598,6.5,8.5,6.75,7.25
20127601,6.25,3.75,6.75,5.58
20127605,8.5,9.75,5,7.75
20127606,7.75,6.5,3.75,6
20127629,8.5,6.5,4,6.33
20127631,5.5,4.75,6.5,5.58
20127646,8.75,8,9,8.58
20127661,4.25,5,3.5,4.25
20120337,5.5,4.75,3,4.42
